ORIGIN,ORIGIN_CITY_NAME,DEST,MONTH
LAS,"Las Vegas, NV",DEN,3
FAY,"Fayetteville, NC",MEM,3
DTW,"Detroit, MI",MCI,2
DTW,"Detroit, MI",MCI,9
LAS,"Las Vegas, NV",DEN,2
MCI,"Kansas City, MO",DTW,3
LAS,"Las Vegas, NV",DEN,4
SAV,"Savannah, GA",PHL,4
PHF,"Newport News/Williamsburg, VA",BHM,5
PHL,"Philadelphia, PA",SAV,12
HPN,"White Plains, NY",GSP,11
SLC,"Salt Lake City, UT",NZY,9
PHL,"Philadelphia, PA",SAV,5
YIP,"Detroit, MI",ILM,9
LIT,"Little Rock, AR",CMH,1
SAV,"Savannah, GA",PHL,3
FAY,"Fayetteville, NC",MEM,4
DTW,"Detroit, MI",MCI,4
DEN,"Denver, CO",LAS,8
SAV,"Savannah, GA",PHL,10
SAV,"Savannah, GA",PHL,1
LIT,"Little Rock, AR",CMH,12
MEM,"Memphis, TN",FAY,7
MEM,"Memphis, TN",FAY,3
LIT,"Little Rock, AR",CMH,5
DTW,"Detroit, MI",MCI,11
MCI,"Kansas City, MO",DTW,12
CHS,"Charleston, SC",AVP,7
YIP,"Detroit, MI",ILM,11
MCI,"Kansas City, MO",DTW,4
MCI,"Kansas City, MO",DTW,8
HPN,"White Plains, NY",GSP,12
LAS,"Las Vegas, NV",DEN,5
DTW,"Detroit, MI",MCI,5
LAS,"Las Vegas, NV",DEN,12
MEM,"Memphis, TN",FAY,4
PHL,"Philadelphia, PA",SAV,3
DTW,"Detroit, MI",MCI,3
MCI,"Kansas City, MO",DTW,10
PHL,"Philadelphia, PA",SAV,2
DEN,"Denver, CO",LAS,7
MCI,"Kansas City, MO",DTW,1
DEN,"Denver, CO",LAS,1
MCI,"Kansas City, MO",DTW,5
SAV,"Savannah, GA",PHL,12
DEN,"Denver, CO",LAS,9
SAV,"Savannah, GA",PHL,9
SAV,"Savannah, GA",PHL,5
DTW,"Detroit, MI",MCI,1
DEN,"Denver, CO",LAS,2
DEN,"Denver, CO",LAS,10
CHS,"Charleston, SC",AVP,3
LAS,"Las Vegas, NV",DEN,6
BTV,"Burlington, VT",GRR,7
FAY,"Fayetteville, NC",MEM,7
DTW,"Detroit, MI",MCI,8
CMH,"Columbus, OH",LIT,1
LAS,"Las Vegas, NV",DEN,1
DTW,"Detroit, MI",MCI,12
