ORIGIN,ORIGIN_CITY_NAME,DEST,MONTH
JFK,"New York, NY",JFK,1
LAS,"Las Vegas, NV",LAS,1
ANC,"Anchorage, AK",ANC,1
BGR,"Bangor, ME",BGR,1
MSP,"Minneapolis, MN",MSP,1
OTZ,"Kotzebue, AK",OTZ,1
PFN,"Panama City, FL",PFN,1
MIA,"Miami, FL",MIA,1
MKE,"Milwaukee, WI",MKE,1
PSM,"Portsmouth, NH",PSM,1
SAN,"San Diego, CA",SAN,1
SAT,"San Antonio, TX",SAT,1
SDF,"Louisville, KY",SDF,1
COD,"Cody, WY",COD,2
COS,"Colorado Springs, CO",COS,2
DEN,"Denver, CO",DEN,2
DFW,"Dallas/Fort Worth, TX",DFW,2
FAI,"Fairbanks, AK",FAI,1
HNL,"Honolulu, HI",HNL,1
IAD,"Washington, DC",IAD,1
ANC,"Anchorage, AK",ANC,2
BGR,"Bangor, ME",BGR,2
BRW,"Barrow, AK",BRW,2
BWI,"Baltimore, MD",BWI,2
SFO,"San Francisco, CA",SFO,1
SJU,"San Juan, PR",SJU,1
STL,"St. Louis, MO",STL,1
WBQ,"Beaver, AK",WBQ,1
YIP,"Detroit, MI",YIP,1
ABE,"Allentown/Bethlehem/Easton, PA",ABE,2
MKE,"Milwaukee, WI",MKE,2
JFK,"New York, NY",JFK,2
LAS,"Las Vegas, NV",LAS,2
LAX,"Los Angeles, CA",LAX,2
MSP,"Minneapolis, MN",MSP,2
ORD,"Chicago, IL",ORD,2
ORF,"Norfolk, VA",ORF,2
PHL,"Philadelphia, PA",PHL,2
ANC,"Anchorage, AK",ANC,3
BHM,"Birmingham, AL",BHM,3
BLV,"Belleville, IL",BLV,3
DRO,"Durango, CO",DRO,2
DTW,"Detroit, MI",DTW,2
FAI,"Fairbanks, AK",FAI,2
GAL,"Galena, AK",GAL,2
GYY,"Gary, IN",GYY,2
HRL,"Harlingen/San Benito, TX",HRL,2
PSM,"Portsmouth, NH",PSM,2
RDU,"Raleigh/Durham, NC",RDU,2
SDF,"Louisville, KY",SDF,2
SFB,"Sanford, FL",SFB,2
CVG,"Cincinnati, OH",CVG,3
DCA,"Washington, DC",DCA,3
DEN,"Denver, CO",DEN,3
DRO,"Durango, CO",DRO,3
EWR,"Newark, NJ",EWR,3
FAI,"Fairbanks, AK",FAI,3
GAL,"Galena, AK",GAL,3
GJT,"Grand Junction, CO",GJT,3
STL,"St. Louis, MO",STL,2
MSP,"Minneapolis, MN",MSP,3
MTJ,"Montrose/Delta, CO",MTJ,3
ONT,"Ontario, CA",ONT,3
ORH,"Worcester, MA",ORH,3
SEA,"Seattle, WA",SEA,3
SFB,"Sanford, FL",SFB,3
SFO,"San Francisco, CA",SFO,3
SJU,"San Juan, PR",SJU,3
SRQ,"Sarasota/Bradenton, FL",SRQ,3
STL,"St. Louis, MO",STL,3
ABE,"Allentown/Bethlehem/Easton, PA",ABE,4
ANC,"Anchorage, AK",ANC,4
ATL,"Atlanta, GA",ATL,4
AZO,"Kalamazoo, MI",AZO,4
MCO,"Orlando, FL",MCO,3
MDT,"Harrisburg, PA",MDT,3
MIA,"Miami, FL",MIA,3
IAH,"Houston, TX",IAH,3
ICT,"Wichita, KS",ICT,3
KAL,"Kaltag, AK",KAL,3
LAS,"Las Vegas, NV",LAS,3
LAX,"Los Angeles, CA",LAX,3
JFK,"New York, NY",JFK,4
LAS,"Las Vegas, NV",LAS,4
DSM,"Des Moines, IA",DSM,4
FAI,"Fairbanks, AK",FAI,4
GUM,"Guam, TT",GUM,4
GYY,"Gary, IN",GYY,4
BRW,"Barrow, AK",BRW,4
PSM,"Portsmouth, NH",PSM,4
RAP,"Rapid City, SD",RAP,4
SAT,"San Antonio, TX",SAT,4
SBN,"South Bend, IN",SBN,4
SDF,"Louisville, KY",SDF,4
SFB,"Sanford, FL",SFB,4
SJU,"San Juan, PR",SJU,4
STL,"St. Louis, MO",STL,4
TAL,"Tanana, AK",TAL,4
BRW,"Barrow, AK",BRW,5
BUF,"Buffalo, NY",BUF,5
ABE,"Allentown/Bethlehem/Easton, PA",ABE,5
ANC,"Anchorage, AK",ANC,5
AUS,"Austin, TX",AUS,5
BGR,"Bangor, ME",BGR,5
BOI,"Boise, ID",BOI,5
BOS,"Boston, MA",BOS,5
MSP,"Minneapolis, MN",MSP,4
ORD,"Chicago, IL",ORD,4
ORH,"Worcester, MA",ORH,4
DFW,"Dallas/Fort Worth, TX",DFW,5
DRO,"Durango, CO",DRO,5
DTW,"Detroit, MI",DTW,5
FAI,"Fairbanks, AK",FAI,5
FSD,"Sioux Falls, SD",FSD,5
MCI,"Kansas City, MO",MCI,4
MCO,"Orlando, FL",MCO,4
MKE,"Milwaukee, WI",MKE,5
MSP,"Minneapolis, MN",MSP,5
OAK,"Oakland, CA",OAK,5
PBI,"West Palm Beach/Palm Beach, FL",PBI,5
RAP,"Rapid City, SD",RAP,5
HNL,"Honolulu, HI",HNL,5
JFK,"New York, NY",JFK,5
LAS,"Las Vegas, NV",LAS,5
MCN,"Macon, GA",MCN,5
MIA,"Miami, FL",MIA,5
ABE,"Allentown/Bethlehem/Easton, PA",ABE,6
AEX,"Alexandria, LA",AEX,6
ATK,"Atqasuk, AK",ATK,6
AUS,"Austin, TX",AUS,6
BOS,"Boston, MA",BOS,6
BRW,"Barrow, AK",BRW,6
BWI,"Baltimore, MD",BWI,6
CLT,"Charlotte, NC",CLT,6
DCA,"Washington, DC",DCA,6
DEN,"Denver, CO",DEN,6
DTW,"Detroit, MI",DTW,6
FAI,"Fairbanks, AK",FAI,6
GJT,"Grand Junction, CO",GJT,6
SEA,"Seattle, WA",SEA,5
SFB,"Sanford, FL",SFB,5
SJU,"San Juan, PR",SJU,5
SLC,"Salt Lake City, UT",SLC,5
STL,"St. Louis, MO",STL,5
MIA,"Miami, FL",MIA,6
MKE,"Milwaukee, WI",MKE,6
MLI,"Moline, IL",MLI,6
MSP,"Minneapolis, MN",MSP,6
LAX,"Los Angeles, CA",LAX,6
LNK,"Lincoln, NE",LNK,6
PSM,"Portsmouth, NH",PSM,6
SCC,"Deadhorse, AK",SCC,6
SDF,"Louisville, KY",SDF,6
SFB,"Sanford, FL",SFB,6
SFO,"San Francisco, CA",SFO,6
SGF,"Springfield, MO",SGF,6
SLC,"Salt Lake City, UT",SLC,6
BIS,"Bismarck/Mandan, ND",BIS,7
JFK,"New York, NY",JFK,7
LAN,"Lansing, MI",LAN,7
LAS,"Las Vegas, NV",LAS,7
LRD,"Laredo, TX",LRD,7
GYY,"Gary, IN",GYY,6
IAD,"Washington, DC",IAD,6
JAX,"Jacksonville, FL",JAX,6
JFK,"New York, NY",JFK,6
LAS,"Las Vegas, NV",LAS,6
STL,"St. Louis, MO",STL,6
ABE,"Allentown/Bethlehem/Easton, PA",ABE,7
AEX,"Alexandria, LA",AEX,7
ANC,"Anchorage, AK",ANC,7
ORD,"Chicago, IL",ORD,7
ORH,"Worcester, MA",ORH,7
PHL,"Philadelphia, PA",PHL,7
PSM,"Portsmouth, NH",PSM,7
SEA,"Seattle, WA",SEA,7
SFB,"Sanford, FL",SFB,7
SJC,"San Jose, CA",SJC,7
SJU,"San Juan, PR",SJU,7
STL,"St. Louis, MO",STL,7
TRI,"Bristol/Johnson City/Kingsport, TN",TRI,7
UIN,"Quincy, IL",UIN,7
YIP,"Detroit, MI",YIP,7
ABE,"Allentown/Bethlehem/Easton, PA",ABE,8
